Activity_ID,Project_ID,Employee_ID,Activity_Date,Activity_Type,Hours_Worked,Cost,Tasks_Completed,Issues_Raised,Issues_Resolved
A004346,P0026,E021,2026-06-25,Quality Review,5.6,528.54,3,1,1
A004347,P0103,E020,2025-12-05,Kickoff,4.2,309.02,5,0,0
A004348,P0118,E041,2025-12-15,Project Administration,6.5,528.87,3,1,1
A004349,P0091,E019,2025-05-30,Issue Resolution,5.3,389.34,5,0,0
A004350,P0012,E031,2026-06-19,Reporting,8.1,674.94,0,0,0
A004351,P0075,E047,2026-03-20,Client Review,6.9,403.21,7,0,1
A004352,P0100,E026,2025-03-24,Issue Resolution,6.6,403.01,1,1,2
A004353,P0077,E031,2025-09-05,Data Collection,6.2,341.69,0,1,2
A004354,P0072,E018,2026-05-05,Analysis,4.3,299.23,3,0,1
A004355,P0057,E045,2025-08-30,Kickoff,4.7,270.15,5,0,0
A004356,P0030,E004,2026-02-07,Quality Review,6.1,575.06,1,0,1
A004357,P0034,E014,2025-04-07,Quality Review,5.1,363.02,1,1,2
A004358,P0090,E050,2025-06-23,Kickoff,8.3,457.68,6,0,1
A004359,P0009,E025,2026-04-29,Reporting,5.7,373.29,6,0,0
A004360,P0011,E009,2025-02-24,Kickoff,6.4,523.76,6,0,0
A004361,P0048,E021,2025-05-30,Issue Resolution,2.0,166.73,1,0,1
A004362,P0093,E013,2025-02-12,Client Review,7.9,578.49,4,0,0
A004363,P0079,E027,2026-06-16,Issue Resolution,4.0,140.56,5,0,1
A004364,P0071,E012,2026-01-21,Data Collection,2.9,252.64,3,0,0
A004365,P0065,E020,2025-07-26,Issue Resolution,9.6,860.05,1,1,1
A004366,P0014,E046,2025-03-16,Quality Review,7.2,628.55,6,0,1
A004367,P0040,E005,2026-05-10,Issue Resolution,7.9,594.61,7,0,0
A004368,P0010,E039,2025-03-29,Client Review,6.6,241.73,1,1,2
A004369,P0091,E004,2025-04-17,Reporting,5.3,487.85,5,0,1
A004370,P0091,E023,2025-08-19,Kickoff,4.8,187.53,7,1,2
A004371,P0031,E034,2025-12-07,Client Review,7.4,325.37,4,1,2
A004372,P0036,E048,2025-11-11,Quality Review,8.3,603.19,0,0,0
A004373,P0039,E013,2026-08-26,Issue Resolution,5.3,332.36,5,0,0
A004374,P0107,E003,2026-03-03,Client Review,10.7,859.05,7,0,0
A004375,P0059,E038,2025-11-30,Kickoff,5.0,364.94,2,0,0
A004376,P0092,E045,2026-01-19,Project Administration,2.0,70.5,1,0,1
A004377,P0054,E029,2025-08-17,Kickoff,1.2,88.28,2,0,1
A004378,P0084,E004,2026-05-21,Analysis,1.3,112.44,6,0,0
A004379,P0064,E026,2025-10-17,Data Collection,4.5,387.58,4,0,1
A004380,P0034,E020,2025-03-16,Project Administration,4.9,217.78,0,0,0
A004381,P0106,E023,2026-03-07,Data Collection,7.2,402.06,4,0,1
A004382,P0086,E003,2025-10-15,Issue Resolution,5.4,227.73,6,0,1
A004383,P0093,E016,2025-03-08,Data Collection,7.6,608.68,1,0,1
A004384,P0114,E050,2026-06-09,Reporting,5.6,406.86,4,1,2
A004385,P0030,E003,2026-01-23,Kickoff,5.5,352.36,1,1,2
A004386,P0011,E046,2025-05-18,Stakeholder Meeting,4.1,217.24,0,1,2
A004387,P0070,E026,2026-07-20,Reporting,9.1,748.26,3,0,1
A004388,P0040,E030,2026-06-26,Client Review,1.7,140.23,6,0,0
A004389,P0053,E047,2025-06-23,Issue Resolution,6.3,406.17,5,0,1
A004390,P0029,E011,2026-01-24,Issue Resolution,5.0,212.33,0,1,2
A004391,P0048,E050,2025-06-25,Quality Review,7.5,471.91,1,2,3
A004392,P0048,E014,2025-08-06,Analysis,5.4,479.33,4,0,1
A004393,P0043,E018,2026-05-10,Analysis,5.5,385.25,2,0,1
A004394,P0090,E023,2025-10-19,Project Administration,4.8,385.15,2,0,1
A004395,P0072,E031,2026-07-14,Reporting,9.0,474.12,3,1,2
A004396,P0057,E017,2025-07-09,Project Administration,5.5,305.74,6,0,0
A004397,P0014,E040,2025-03-05,Stakeholder Meeting,10.4,437.08,4,1,2
A004398,P0069,E002,2026-04-01,Quality Review,6.2,344.52,6,1,2
A004399,P0022,E034,2026-04-28,Issue Resolution,5.6,252.99,0,1,1
A004400,P0038,E033,2025-10-31,Client Review,5.1,343.43,3,0,1
A004401,P0050,E027,2025-03-31,Data Collection,6.9,404.54,4,1,2
A004402,P0017,E031,2026-01-21,Quality Review,4.0,340.58,6,1,2
A004403,P0047,E038,2025-08-29,Data Collection,5.9,341.99,4,1,1
A004404,P0033,E046,2026-02-12,Client Review,5.5,262.57,7,1,1
A004405,P0102,E011,2026-01-26,Kickoff,6.3,252.34,6,0,1
A004406,P0104,E024,2025-03-09,Issue Resolution,6.4,320.99,5,1,1
A004407,P0001,E029,2026-08-19,Project Administration,6.5,499.47,3,0,1
A004408,P0073,E018,2026-08-28,Kickoff,5.7,413.67,2,1,1
A004409,P0077,E049,2025-09-22,Reporting,9.4,678.65,4,1,2
A004410,P0046,E026,2025-12-21,Kickoff,6.6,570.84,3,1,1
A004411,P0057,E030,2025-08-10,Stakeholder Meeting,12.0,602.02,0,0,1
A004412,P0095,E010,2025-12-14,Stakeholder Meeting,5.6,354.19,1,1,2
A004413,P0046,E021,2025-12-05,Quality Review,7.9,356.22,6,1,2
A004414,P0008,E032,2025-11-23,Project Administration,3.7,178.07,3,0,0
A004415,P0045,E022,2026-01-08,Quality Review,9.0,515.3,7,0,1
A004416,P0031,E039,2025-11-23,Stakeholder Meeting,3.7,286.47,1,1,2
A004417,P0046,E007,2026-01-04,Kickoff,6.6,561.15,7,1,1
A004418,P0028,E008,2026-02-12,Issue Resolution,4.8,256.48,6,0,0
A004419,P0018,E017,2025-06-08,Analysis,6.6,388.51,2,0,0
A004420,P0119,E016,2025-11-17,Quality Review,4.9,432.47,4,1,2
A004421,P0016,E041,2026-06-07,Kickoff,3.5,286.35,7,1,2
A004422,P0085,E044,2026-03-02,Analysis,4.8,366.82,5,0,0
A004423,P0087,E024,2026-03-18,Quality Review,9.4,558.63,7,0,1
A004424,P0075,E026,2026-04-23,Project Administration,6.7,371.61,0,1,1
A004425,P0110,E015,2026-05-18,Analysis,2.3,180.33,1,1,1
A004426,P0001,E027,2026-06-29,Reporting,8.2,332.92,0,0,0
A004427,P0037,E036,2025-09-28,Issue Resolution,3.3,223.11,2,1,1
A004428,P0023,E037,2025-06-04,Stakeholder Meeting,7.4,286.0,6,0,1
A004429,P0070,E049,2026-09-02,Analysis,6.9,499.56,7,0,0
A004430,P0077,E029,2025-10-19,Kickoff,7.0,483.73,4,1,1
A004431,P0108,E018,2025-03-25,Project Administration,10.1,389.73,3,0,0
A004432,P0046,E004,2026-01-27,Kickoff,3.4,204.65,7,0,1
A004433,P0029,E035,2026-01-14,Data Collection,7.0,325.83,4,1,2
A004434,P0111,E041,2026-01-12,Data Collection,8.6,712.83,4,0,0
A004435,P0081,E028,2025-12-17,Client Review,3.9,350.21,0,0,0
A004436,P0092,E047,2026-04-26,Stakeholder Meeting,3.6,193.97,1,0,1
A004437,P0054,E016,2025-10-02,Client Review,4.8,176.44,5,0,1
A004438,P0054,E003,2025-10-14,Reporting,6.3,559.81,5,0,1
A004439,P0047,E032,2025-08-28,Kickoff,2.0,171.34,3,0,1
A004440,P0090,E007,2025-08-22,Analysis,6.9,571.4,5,0,1
A004441,P0026,E005,2026-05-03,Kickoff,2.0,112.77,5,0,0
A004442,P0118,E036,2025-11-23,Kickoff,8.7,346.11,0,0,0
A004443,P0022,E022,2026-07-14,Quality Review,6.8,635.75,6,1,2
A004444,P0056,E031,2025-06-03,Analysis,10.3,665.43,5,0,0
A004445,P0038,E038,2025-10-20,Kickoff,7.2,406.06,1,1,2
A004446,P0078,E020,2025-10-15,Stakeholder Meeting,4.7,383.67,1,2,2
A004447,P0082,E031,2026-01-31,Quality Review,3.5,263.35,7,0,0
A004448,P0111,E027,2026-01-20,Project Administration,6.1,228.82,2,0,1
A004449,P0095,E030,2025-12-21,Reporting,5.4,499.52,0,0,0
A004450,P0030,E036,2026-01-30,Stakeholder Meeting,8.5,581.09,0,1,2
A004451,P0025,E020,2025-10-15,Quality Review,3.2,148.14,1,0,0
A004452,P0107,E026,2026-01-14,Kickoff,10.6,381.16,5,0,0
A004453,P0059,E030,2025-10-01,Stakeholder Meeting,8.7,592.77,3,1,1
A004454,P0012,E008,2026-05-16,Reporting,5.0,353.21,5,1,2
A004455,P0099,E011,2026-04-29,Kickoff,10.0,409.77,1,0,1
A004456,P0078,E005,2026-01-01,Project Administration,3.5,236.93,1,0,1
A004457,P0004,E010,2025-06-08,Quality Review,6.0,365.42,3,0,1
A004458,P0094,E022,2025-04-27,Issue Resolution,2.3,140.89,6,1,2
A004459,P0073,E047,2026-05-05,Analysis,10.1,944.51,4,1,2
A004460,P0074,E047,2025-09-12,Issue Resolution,1.4,73.85,6,0,0
A004461,P0104,E039,2025-04-16,Stakeholder Meeting,1.9,167.29,0,1,2
A004462,P0060,E028,2025-07-12,Project Administration,3.9,217.12,3,0,1
A004463,P0056,E011,2025-07-19,Quality Review,8.8,402.78,3,1,1
A004464,P0075,E018,2026-02-16,Reporting,7.9,348.67,0,0,1
A004465,P0024,E039,2026-08-29,Data Collection,5.8,530.34,2,0,0
A004466,P0019,E046,2026-05-09,Project Administration,8.0,291.18,2,0,0
A004467,P0102,E049,2025-12-09,Data Collection,5.2,250.38,3,0,1
A004468,P0026,E020,2026-06-24,Kickoff,6.6,365.83,1,1,2
A004469,P0061,E025,2026-02-07,Stakeholder Meeting,9.6,714.32,2,0,0
A004470,P0033,E026,2026-06-09,Issue Resolution,4.9,281.99,7,0,1
A004471,P0028,E003,2026-04-28,Project Administration,3.6,130.41,1,1,2
A004472,P0072,E006,2026-07-03,Issue Resolution,6.7,442.32,6,0,0
A004473,P0097,E003,2025-10-19,Quality Review,7.4,651.7,4,0,0
A004474,P0054,E037,2025-09-02,Project Administration,5.8,511.53,0,0,1
A004475,P0017,E012,2026-01-03,Quality Review,8.0,755.97,3,2,3
A004476,P0030,E036,2025-12-19,Quality Review,5.0,277.72,4,0,0
A004477,P0020,E019,2026-06-16,Data Collection,5.8,245.62,2,1,2
A004478,P0106,E040,2026-02-12,Issue Resolution,6.4,250.7,2,1,1
A004479,P0039,E006,2026-08-12,Analysis,6.2,539.56,5,0,1
A004480,P0045,E017,2026-01-12,Data Collection,9.5,758.98,0,0,1
A004481,P0009,E011,2026-05-16,Stakeholder Meeting,6.4,464.99,7,0,1
A004482,P0054,E022,2025-10-05,Reporting,4.7,304.59,2,0,0
A004483,P0110,E029,2026-05-31,Analysis,6.8,424.59,3,1,2
A004484,P0050,E009,2025-06-02,Stakeholder Meeting,8.0,517.1,1,0,0
A004485,P0079,E034,2026-06-25,Analysis,7.4,420.55,7,0,0
A004486,P0022,E049,2026-05-09,Reporting,7.3,463.41,1,0,0
A004487,P0018,E003,2025-02-23,Client Review,1.8,85.72,6,0,0
A004488,P0088,E005,2025-12-09,Client Review,0.5,21.03,2,0,1
A004489,P0008,E048,2025-12-09,Data Collection,8.7,414.8,0,1,2
A004490,P0054,E033,2025-08-14,Stakeholder Meeting,6.6,615.5,3,1,2
A004491,P0039,E046,2026-06-21,Reporting,5.4,509.98,4,1,2
A004492,P0002,E036,2025-12-21,Data Collection,7.2,576.65,3,0,1
A004493,P0064,E036,2025-07-29,Kickoff,10.3,877.88,7,0,0
A004494,P0116,E008,2026-02-28,Analysis,9.0,370.93,4,1,1
A004495,P0009,E026,2026-04-26,Client Review,7.9,334.81,6,0,1
A004496,P0098,E019,2026-03-25,Reporting,3.3,133.85,2,0,1
A004497,P0065,E042,2025-04-09,Data Collection,3.6,139.65,1,0,0
A004498,P0087,E003,2026-02-20,Client Review,0.5,39.92,3,1,1
A004499,P0012,E001,2026-03-22,Data Collection,7.1,272.53,4,1,1
A004500,P0105,E028,2026-02-05,Client Review,8.3,763.12,3,0,1
A004501,P0002,E049,2025-08-23,Reporting,8.5,631.06,6,0,1
A004502,P0109,E050,2025-11-09,Data Collection,7.2,325.82,7,0,0
A004503,P0079,E030,2026-06-20,Stakeholder Meeting,5.1,428.66,0,0,1
A004504,P0041,E022,2026-06-06,Issue Resolution,4.1,346.13,0,0,0
A004505,P0001,E014,2026-09-04,Stakeholder Meeting,3.4,234.03,2,1,2
A004506,P0074,E050,2025-11-08,Client Review,5.1,206.34,4,1,2
A004507,P0011,E010,2025-05-25,Client Review,3.1,183.04,0,1,1
A004508,P0074,E007,2025-09-19,Kickoff,9.9,672.33,1,1,1
A004509,P0093,E026,2025-01-24,Project Administration,2.2,175.18,3,2,3
A004510,P0033,E020,2026-06-04,Stakeholder Meeting,5.0,264.55,3,1,1
A004511,P0029,E025,2025-11-27,Issue Resolution,0.7,61.17,6,0,0
A004512,P0027,E046,2025-11-18,Quality Review,6.2,310.27,4,1,1
A004513,P0027,E014,2025-11-16,Reporting,5.5,521.91,6,0,0
A004514,P0014,E044,2025-01-29,Stakeholder Meeting,4.6,192.76,6,0,0
A004515,P0030,E011,2025-12-15,Issue Resolution,3.2,271.93,3,0,0
A004516,P0080,E017,2026-05-06,Data Collection,5.5,236.13,7,0,0
A004517,P0037,E001,2025-09-17,Project Administration,4.1,330.29,6,1,1
A004518,P0094,E034,2025-04-20,Data Collection,5.2,451.04,3,1,1
A004519,P0099,E043,2026-08-07,Issue Resolution,10.4,559.26,6,0,0
A004520,P0092,E045,2026-01-30,Kickoff,5.9,242.37,2,0,1
A004521,P0065,E009,2025-06-23,Kickoff,6.8,645.96,1,1,2
A004522,P0038,E039,2025-10-30,Kickoff,4.3,401.03,6,1,1
A004523,P0112,E008,2025-04-21,Quality Review,3.5,281.43,6,0,0
A004524,P0025,E032,2025-09-07,Analysis,5.4,314.22,1,0,1
A004525,P0056,E036,2025-05-10,Reporting,11.8,508.16,6,0,0
A004526,P0055,E008,2025-12-17,Issue Resolution,4.8,288.4,4,1,2
A004527,P0090,E006,2025-10-12,Kickoff,6.4,500.61,4,0,1
A004528,P0066,E004,2026-01-25,Quality Review,3.4,150.08,6,1,1
A004529,P0096,E036,2026-01-01,Client Review,0.5,18.0,1,0,0
A004530,P0111,E031,2026-02-04,Stakeholder Meeting,3.5,312.35,3,2,2
A004531,P0047,E006,2025-08-14,Project Administration,11.5,885.49,2,0,0
A004532,P0105,E026,2025-11-26,Reporting,7.0,536.41,4,1,1
A004533,P0021,E040,2026-02-27,Kickoff,9.6,881.58,1,1,1
A004534,P0110,E012,2026-05-13,Quality Review,4.6,304.71,0,1,1
A004535,P0022,E031,2026-04-20,Stakeholder Meeting,0.5,27.04,5,1,2
A004536,P0103,E015,2026-02-21,Data Collection,2.7,241.83,0,0,1
A004537,P0047,E014,2025-05-28,Project Administration,6.5,611.97,3,0,1
A004538,P0116,E020,2026-05-21,Analysis,6.1,220.99,7,0,1
A004539,P0016,E018,2026-05-16,Kickoff,5.5,301.62,7,1,2
A004540,P0056,E025,2025-07-22,Analysis,4.2,238.33,1,1,2
A004541,P0109,E011,2025-11-25,Issue Resolution,7.8,325.05,7,0,1
A004542,P0006,E020,2025-08-08,Reporting,4.2,202.84,2,1,1
A004543,P0032,E032,2026-04-24,Issue Resolution,6.3,229.74,1,0,1
A004544,P0011,E020,2025-02-25,Quality Review,6.0,460.71,4,0,1
A004545,P0039,E033,2026-05-23,Data Collection,4.6,190.51,3,0,1
A004546,P0047,E006,2025-07-24,Stakeholder Meeting,3.3,291.25,2,1,2
A004547,P0075,E007,2026-02-06,Data Collection,4.4,308.17,3,0,0
A004548,P0031,E044,2025-12-20,Reporting,10.2,574.97,0,1,1
A004549,P0020,E024,2026-04-22,Analysis,8.3,693.33,2,1,1
A004550,P0021,E031,2026-03-11,Project Administration,8.1,599.73,1,0,0
A004551,P0113,E037,2026-07-11,Stakeholder Meeting,3.5,280.63,7,0,0
A004552,P0115,E008,2025-06-16,Analysis,1.9,166.57,3,1,1
A004553,P0027,E049,2026-01-18,Project Administration,8.2,684.37,4,1,2
A004554,P0024,E022,2026-06-22,Quality Review,7.8,637.64,3,0,1
A004555,P0007,E045,2026-07-12,Data Collection,5.8,456.99,7,0,0
A004556,P0116,E021,2026-06-26,Quality Review,4.6,265.19,6,0,0
A004557,P0085,E021,2025-11-26,Analysis,1.8,133.4,5,0,0
A004558,P0092,E031,2026-05-04,Client Review,7.7,530.85,2,0,1
A004559,P0035,E010,2026-06-21,Reporting,8.5,788.86,2,1,1
A004560,P0077,E031,2025-10-19,Client Review,3.8,247.21,7,0,1
A004561,P0008,E050,2026-01-13,Project Administration,3.6,173.91,7,1,1
A004562,P0082,E033,2026-05-28,Client Review,8.6,537.19,2,0,1
A004563,P0070,E004,2026-06-11,Stakeholder Meeting,3.9,233.53,2,0,1
A004564,P0040,E035,2026-07-27,Data Collection,9.9,624.8,2,1,2
A004565,P0086,E002,2025-10-05,Quality Review,5.2,363.28,6,0,1
A004566,P0078,E006,2025-10-19,Quality Review,4.5,413.47,7,0,1
A004567,P0053,E015,2025-04-01,Analysis,5.6,290.44,7,0,0
A004568,P0023,E016,2025-06-25,Issue Resolution,4.5,419.16,6,0,1
A004569,P0003,E001,2025-11-03,Project Administration,8.3,678.73,2,1,2
A004570,P0113,E001,2026-07-18,Stakeholder Meeting,7.7,354.01,2,1,2
A004571,P0034,E040,2025-04-10,Client Review,8.2,424.98,7,1,1
A004572,P0037,E023,2025-06-29,Project Administration,6.0,537.36,3,2,3
A004573,P0082,E010,2026-03-08,Kickoff,4.4,365.55,1,0,1
A004574,P0031,E022,2025-12-06,Stakeholder Meeting,5.5,239.81,6,0,0
A004575,P0046,E035,2026-01-31,Client Review,4.4,308.33,3,0,1
A004576,P0086,E037,2025-11-19,Quality Review,9.2,474.9,0,0,0
A004577,P0072,E015,2026-05-14,Issue Resolution,8.0,582.28,7,0,1
A004578,P0079,E009,2026-07-03,Quality Review,5.3,240.7,2,0,0
A004579,P0001,E048,2026-08-18,Kickoff,3.2,179.57,2,2,2
A004580,P0055,E032,2026-01-12,Stakeholder Meeting,9.4,548.13,4,0,1
A004581,P0058,E050,2025-07-16,Stakeholder Meeting,5.8,390.12,2,0,0
A004582,P0076,E016,2025-10-10,Issue Resolution,5.2,256.67,6,0,1
A004583,P0019,E006,2026-04-29,Data Collection,9.4,739.45,5,0,1
A004584,P0020,E020,2026-04-23,Data Collection,4.2,350.94,4,0,0
A004585,P0092,E017,2026-04-12,Data Collection,4.7,344.98,1,0,0
A004586,P0081,E036,2025-09-29,Reporting,4.9,437.01,3,0,1
A004587,P0098,E036,2026-06-03,Project Administration,2.2,181.35,2,1,1
A004588,P0033,E004,2026-06-05,Reporting,6.3,237.14,7,0,1
A004589,P0120,E030,2026-05-05,Issue Resolution,3.6,144.3,6,1,2
A004590,P0033,E018,2026-01-20,Issue Resolution,4.1,305.85,0,1,2
A004591,P0079,E031,2026-05-26,Reporting,3.7,289.76,4,1,1
A004592,P0020,E020,2026-03-20,Reporting,4.0,372.3,6,1,1
A004593,P0111,E027,2026-01-28,Analysis,3.4,119.68,4,0,1
A004594,P0040,E036,2026-05-08,Project Administration,6.1,300.23,1,0,0
A004595,P0097,E015,2025-09-23,Issue Resolution,5.1,433.02,1,0,0
A004596,P0040,E010,2026-06-19,Issue Resolution,5.6,495.56,5,0,1
A004597,P0095,E036,2025-11-25,Project Administration,11.4,716.67,4,1,2
A004598,P0055,E048,2026-01-01,Stakeholder Meeting,5.1,326.53,4,0,0
A004599,P0008,E023,2026-01-26,Data Collection,7.0,603.52,2,0,1
A004600,P0023,E050,2025-05-14,Issue Resolution,7.3,456.97,2,0,1
A004601,P0083,E010,2025-04-23,Quality Review,5.3,435.9,3,1,2
A004602,P0024,E041,2026-07-10,Project Administration,6.2,569.93,4,0,1
A004603,P0034,E050,2025-04-04,Client Review,5.6,283.98,3,0,1
A004604,P0066,E015,2026-01-15,Analysis,6.0,308.78,7,1,1
A004605,P0031,E008,2026-01-06,Stakeholder Meeting,4.0,365.26,1,1,1
A004606,P0016,E034,2026-04-26,Reporting,4.3,259.97,3,0,0
A004607,P0075,E044,2026-04-26,Stakeholder Meeting,5.5,197.69,1,0,0
A004608,P0083,E005,2025-05-02,Analysis,0.6,39.09,0,1,2
A004609,P0088,E033,2025-11-27,Data Collection,9.2,662.45,3,0,1
A004610,P0114,E044,2026-06-02,Reporting,10.9,541.56,0,2,3
A004611,P0015,E002,2025-08-04,Kickoff,5.9,464.0,2,1,1
A004612,P0052,E026,2025-10-17,Kickoff,7.2,352.63,5,0,1
A004613,P0029,E004,2025-12-14,Kickoff,8.2,345.87,3,1,2
A004614,P0109,E009,2025-11-19,Client Review,2.2,109.92,5,2,2
A004615,P0065,E025,2025-05-11,Kickoff,7.8,522.87,2,0,1
A004616,P0012,E017,2026-06-07,Stakeholder Meeting,4.4,379.93,3,0,0
A004617,P0084,E005,2026-04-04,Data Collection,11.2,747.71,7,1,2
A004618,P0006,E041,2025-08-01,Reporting,5.0,429.7,1,0,1
A004619,P0033,E011,2026-03-04,Kickoff,7.8,303.04,4,1,1
A004620,P0087,E044,2026-03-05,Kickoff,5.1,292.51,5,0,1
A004621,P0061,E009,2026-06-15,Stakeholder Meeting,11.0,672.22,2,0,1
A004622,P0092,E026,2026-02-18,Client Review,4.2,349.03,2,0,0
A004623,P0069,E037,2026-03-02,Kickoff,8.4,601.77,5,1,1
A004624,P0102,E025,2026-02-18,Quality Review,7.1,582.93,0,0,1
A004625,P0068,E021,2025-07-31,Issue Resolution,6.5,359.54,2,0,1
A004626,P0007,E038,2026-05-23,Reporting,6.1,555.36,3,0,1
A004627,P0009,E001,2026-05-12,Client Review,3.8,318.51,1,0,1
A004628,P0094,E042,2025-04-24,Analysis,0.5,44.96,4,0,1
A004629,P0005,E035,2025-01-11,Project Administration,8.2,416.3,4,2,3
A004630,P0046,E039,2026-01-26,Data Collection,4.3,152.19,7,1,1
A004631,P0002,E022,2025-11-17,Reporting,8.4,604.2,4,0,0
A004632,P0037,E020,2025-07-14,Stakeholder Meeting,6.4,413.15,4,0,1
A004633,P0072,E029,2026-07-16,Kickoff,8.5,694.77,5,2,3
A004634,P0021,E033,2026-03-13,Project Administration,7.5,306.37,1,1,2
A004635,P0056,E047,2025-07-06,Client Review,0.5,35.36,3,1,2
A004636,P0120,E043,2026-02-28,Analysis,7.0,328.54,6,0,0
A004637,P0009,E003,2026-04-27,Kickoff,4.6,303.03,1,0,1
A004638,P0008,E008,2025-12-15,Client Review,8.4,373.79,2,0,0
A004639,P0033,E048,2026-03-02,Quality Review,7.0,628.18,1,0,0
A004640,P0100,E020,2025-03-29,Kickoff,7.0,321.98,7,0,0
A004641,P0049,E030,2025-05-09,Project Administration,4.8,333.62,2,1,1
A004642,P0077,E003,2025-11-15,Client Review,3.2,113.08,2,0,0
A004643,P0005,E006,2025-01-21,Quality Review,4.4,195.3,6,0,0
A004644,P0089,E021,2025-04-02,Analysis,1.0,64.96,7,1,2
A004645,P0009,E036,2026-05-07,Analysis,4.0,149.83,0,1,1
A004646,P0086,E039,2025-11-30,Quality Review,1.8,121.62,7,0,1
A004647,P0018,E045,2025-05-17,Kickoff,1.9,87.51,5,0,1
A004648,P0104,E010,2025-07-11,Stakeholder Meeting,5.8,455.84,6,1,1
A004649,P0036,E011,2025-11-14,Data Collection,6.8,592.26,0,2,2
A004650,P0023,E028,2025-08-15,Data Collection,5.4,434.77,0,0,1
A004651,P0041,E028,2026-06-26,Data Collection,4.3,166.85,2,0,0
A004652,P0001,E002,2026-10-01,Stakeholder Meeting,3.1,200.82,6,1,2
A004653,P0020,E023,2026-04-13,Stakeholder Meeting,4.7,195.85,3,1,1
A004654,P0072,E045,2026-07-13,Stakeholder Meeting,3.4,202.45,5,0,0
A004655,P0037,E009,2025-07-15,Client Review,5.3,452.48,1,0,1
A004656,P0043,E042,2026-04-13,Quality Review,1.7,63.7,2,1,2
A004657,P0097,E023,2025-10-21,Data Collection,7.3,365.72,7,1,1
A004658,P0015,E027,2025-08-13,Project Administration,4.1,346.84,3,0,1
A004659,P0048,E033,2025-07-26,Client Review,6.4,379.88,6,1,1
A004660,P0023,E036,2025-07-03,Quality Review,7.7,378.23,5,0,1
A004661,P0058,E032,2025-07-27,Kickoff,6.3,579.38,1,0,1
A004662,P0040,E006,2026-04-03,Project Administration,7.5,332.58,7,0,0
A004663,P0006,E015,2025-08-20,Client Review,0.5,41.16,7,0,1
A004664,P0009,E043,2026-04-27,Quality Review,4.3,196.44,6,2,3
A004665,P0103,E003,2026-02-06,Data Collection,8.3,770.1,3,0,0
A004666,P0007,E036,2026-05-03,Kickoff,6.8,558.72,3,1,2
A004667,P0094,E027,2025-04-29,Analysis,10.1,521.02,2,0,1
A004668,P0110,E006,2026-05-02,Analysis,9.8,921.37,5,1,1
A004669,P0056,E007,2025-05-26,Data Collection,6.2,259.58,2,2,3
A004670,P0038,E050,2025-11-04,Stakeholder Meeting,4.9,424.22,1,1,1
A004671,P0094,E002,2025-04-23,Kickoff,3.1,238.59,0,1,1
A004672,P0118,E002,2025-12-07,Analysis,4.3,195.36,3,0,0
A004673,P0015,E001,2025-07-30,Issue Resolution,4.5,305.02,6,0,1
A004674,P0116,E032,2026-05-15,Issue Resolution,4.0,142.86,6,0,0
A004675,P0114,E047,2026-10-16,Kickoff,3.2,222.04,6,0,1
A004676,P0018,E009,2025-04-01,Client Review,6.5,454.56,4,0,0
A004677,P0007,E040,2026-05-24,Project Administration,9.7,577.26,6,0,0
A004678,P0086,E036,2026-01-12,Reporting,7.8,658.83,6,0,0
A004679,P0010,E012,2025-03-06,Stakeholder Meeting,4.7,426.97,6,1,2
A004680,P0073,E004,2026-08-23,Quality Review,8.0,536.21,4,0,1
A004681,P0008,E025,2026-01-09,Data Collection,6.4,482.8,0,0,1
A004682,P0083,E005,2025-05-06,Stakeholder Meeting,5.4,236.26,3,0,0
A004683,P0028,E006,2026-04-18,Project Administration,5.2,493.41,6,0,1
A004684,P0012,E024,2026-05-23,Reporting,5.0,432.37,5,1,2
A004685,P0008,E041,2025-12-27,Stakeholder Meeting,7.1,652.79,0,0,1
A004686,P0023,E050,2025-07-08,Data Collection,5.8,473.77,0,1,2
A004687,P0065,E032,2025-07-25,Project Administration,3.7,201.19,5,0,1
A004688,P0010,E014,2025-03-09,Data Collection,3.6,173.88,7,0,1
A004689,P0097,E017,2025-09-19,Client Review,6.3,413.68,5,1,2
A004690,P0073,E031,2026-07-20,Analysis,6.6,263.71,7,0,1
A004691,P0036,E009,2025-11-06,Analysis,4.7,320.11,0,1,2
A004692,P0119,E026,2025-11-16,Data Collection,2.7,154.43,7,1,1
A004693,P0080,E039,2026-04-21,Stakeholder Meeting,8.6,676.61,1,0,0
A004694,P0081,E043,2025-11-05,Client Review,8.1,587.59,7,1,2
A004695,P0021,E003,2026-05-06,Stakeholder Meeting,0.5,24.9,7,0,0
A004696,P0086,E015,2025-12-12,Kickoff,8.8,695.26,4,0,1
A004697,P0068,E013,2025-08-12,Analysis,5.0,268.33,4,0,0
A004698,P0119,E028,2025-09-27,Data Collection,6.0,299.49,3,0,1
A004699,P0058,E010,2025-09-10,Stakeholder Meeting,8.3,498.94,4,2,2
A004700,P0082,E048,2026-02-20,Project Administration,9.6,426.92,6,0,0
A004701,P0041,E046,2026-04-10,Project Administration,8.0,436.08,2,1,1
A004702,P0005,E017,2025-02-16,Project Administration,6.1,308.6,2,0,1
A004703,P0016,E021,2026-06-26,Data Collection,2.1,76.24,7,0,0
A004704,P0105,E022,2026-01-26,Quality Review,0.5,26.53,6,0,1
A004705,P0089,E003,2025-03-20,Kickoff,7.7,485.18,4,1,2
A004706,P0044,E045,2025-09-10,Quality Review,8.9,754.58,1,1,1
